,APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lat,lon
2339,2163018005,01/07/2016,Single Family,"5529 N VANALDEN AVE LOS ANGELES, CA 91356 (34.171993, -118.550076)",LOS ANGELES,CA,91356,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093 ,813-387-1100,-118.555926,34.141265
2340,5053012010,03/02/2016,Single Family,"2650 S HOBART BLVD LOS ANGELES, CA 90018 (34.031158, -118.307824)",LOS ANGELES,CA,90018,8,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.30767,34.031104
2341,2552024031,01/06/2016,Single Family,"7751 W WENTWORTH ST LOS ANGELES, CA 91042 (34.266919, -118.301523)",LOS ANGELES,CA,91042,7,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.301975,34.267065
2342,5101031020,02/04/2016,Single Family,"118 W 54TH ST LOS ANGELES, CA 90037 (33.993313, -118.274721)",LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.274763,33.993207
2343,6030009024,02/02/2016,Single Family,"139 E 83RD ST LOS ANGELES, CA 90003 (33.963726, -118.272492)",LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.272514,33.963828
2344,7445021059,03/30/2016,Single Family,"1312 W PARK WESTERN DR LOS ANGELES, CA 90732 (33.753637, -118.305897)",LOS ANGELES,CA,90732,15,Nationstar Mortgage LLC,Asset Manager Asset Manager,888-708-4043,Singlesource,Justin Potier,3948   Atlantic AVE  Long Beach CA 90807 ,562-424-0333,-118.305941,33.753742
2345,4319010036,03/03/2016,Single Family,"2044 S FOX HILLS DR LOS ANGELES, CA 90025 (34.054715, -118.418375)",LOS ANGELES,CA,90025,5,BANC OF CALIFORNIA NATIONAL ASSOCIATION,RICH FIKE,847-550-7497,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.41825,34.054769
2346,4229021081,01/06/2016,Single Family,"13650 W MARINA POINTE DR LOS ANGELES, CA 90292 (33.984825, -118.444549)",LOS ANGELES,CA,90292,11,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093 ,813-387-1100,-118.444749,33.984725
2347,5151027233,01/14/2016,Single Family,"750 W 1ST ST LOS ANGELES, CA 90017 (34.056867, -118.250528)",LOS ANGELES,CA,90017,14,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.27008,34.051775
2348,2546007023,01/06/2016,Single Family,"8825 W YATES ST LOS ANGELES, CA 91040 (34.25657, -118.325119)",LOS ANGELES,CA,91040,7,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306,-118.326542,34.25732
2349,4252009012,01/14/2016,Single Family,"3656 S BENTLEY AVE LOS ANGELES, CA 90034 (34.016177, -118.417723)",LOS ANGELES,CA,90034,5,OneWest Bank,Leah Collins,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.417683,34.016298
2350,2603014020,01/12/2016,Single Family,"15575 W EXCELSIOR ST LOS ANGELES, CA 91342 (34.321025, -118.475703)",LOS ANGELES,CA,91342,7,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.475997,34.32102
2351,2538027018,01/05/2016,Single Family,"11119 W ALLEGHENY ST LOS ANGELES, CA 91352 (34.251211, -118.373752)",LOS ANGELES,CA,91352,7,JP Morgan Chase NA,Amy Lott,888-310-1506,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.388631,34.240472
2352,6031019005,01/05/2016,Single Family,"140 W 78TH ST LOS ANGELES, CA 90003 (33.968873, -118.274938)",LOS ANGELES,CA,90003,9,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835,-118.275386,33.96877
2353,4006012040,01/07/2016,Single Family,"3123 W HYDE PARK BLVD LOS ANGELES, CA 90043 (33.980646, -118.32728)",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.32739,33.980753
2354,4265019060,01/12/2016,Single Family,"11970 MONTANA LOS ANGELES, CA 90049 (34.050992, -118.471979)",LOS ANGELES,CA,90049,11,Reverse Mortgage Solutions,Teresa Boudreaux,813-387-1100,National Field Network  DILBECK-GIBSON REAL ESTATE,ANNGEL BENOUN,14601   VENTURA BLVD  SHERMAN OAKS CA 91403 ,732-276-5563,-99.195385,19.412381
2355,5493034029,02/29/2016,Single Family,"711 N BRIDEWELL ST LOS ANGELES, CA 90042 (34.116443, -118.171128)",LOS ANGELES,CA,90042,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.177007,34.119781
2356,2601055027,01/02/2016,Single Family,"12847 N LOUISE AVE LOS ANGELES, CA 91344 (34.302868, -118.522201)",LOS ANGELES,CA,91344,12,Deutsche Bank c/o Select Portfolio Servicing,na na,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060,-118.515384,34.292872
2357,5556012038,01/04/2016,Single Family,"8427 W BRIER DR HOLLYWOOD, CA 90046 (34.104497, -118.374954)",HOLLYWOOD,CA,90046,4,Wells Fargo Bank N.A.,Select Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060,-118.374579,34.104652
2358,4258001042,02/03/2016,Single Family,"2537 S FEDERAL AVE LOS ANGELES, CA 90064 (34.02907, -118.441277)",LOS ANGELES,CA,90064,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.441391,34.028984
2359,5556016001,01/06/2016,Single Family,"8502 W COLE CREST DR HOLLYWOOD, CA 90046 (34.103035, -118.376288)",HOLLYWOOD,CA,90046,4,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202,-118.376514,34.102886
2360,5022016001,01/28/2016,Single Family,"1901 W 41ST ST LOS ANGELES, CA 90062 (34.009918, -118.31402)",LOS ANGELES,CA,90062,8,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306,-118.31406,34.010013
2361,6058022020,01/18/2016,Single Family,"10420 S ST ANDREWS PL LOS ANGELES, CA 90047 (33.941139, -118.311226)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816,-118.311088,33.941171
2362,5514011046,01/07/2016,Single Family,"323 N ORLANDO AVE LOS ANGELES, CA 90048 (34.07674, -118.373153)",LOS ANGELES,CA,90048,5,PennyMac Loan Services,Property Preserevation,866-695-4122,Assurant Field Services,Property Registration,101  W Louis Henna Blvd 400 Austin TX 78728 ,512-467-1537,-118.373279,34.076698
2363,5046022005,03/18/2016,Multi-Family,"3639 S VICTORIA AVE LOS ANGELES, CA 90016 (34.021948, -118.336325)",LOS ANGELES,CA,90016,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.336445,34.022028
2364,2511006014,01/03/2016,Single Family,"13350 W DYER ST LOS ANGELES, CA 91342 (34.321766, -118.423415)",LOS ANGELES,CA,91342,7,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743,-118.44589,34.301554
2365,5302003058,01/07/2016,Single Family,"4210 E VIA ARBOLADA LOS ANGELES, CA 90032 (34.095659, -118.186457)",LOS ANGELES,CA,90032,14,Ditech,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.170621,34.094538
2366,2076015024,01/29/2016,Single Family,"22673 W MARGARITA DR LOS ANGELES, CA 91364 (34.150948, -118.620712)",LOS ANGELES,CA,91364,3,"U.S. BANK, NA AS LEGAL TITLE TRUSTEE c/o Truman Capital Advisors",see TDUS,310-777-6375,Coldwell Banker/Joyce Essex Harvey,Joyce EssexHarvey,301  N CANON DR 325 BEVERLY HILLS CA 90210 ,310-385-7527,-118.620641,34.151127
2367,5047019037,01/13/2016,Single Family,"5743 CLEMSON LOS ANGELES, CA 90016 (34.024111, -118.370494)",LOS ANGELES,CA,90016,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.370524,34.024238
2368,2534008012,01/29/2016,Single Family,"13217 W FILMORE ST LOS ANGELES, CA 91331 (34.272234, -118.420906)",LOS ANGELES,CA,91331,7,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.420997,34.272373
2369,5003003023,01/20/2016,Multi-Family,"1556 W 51ST ST LOS ANGELES, CA 90062 (33.996883, -118.305468)",LOS ANGELES,CA,90062,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.305416,33.996784
2370,5014015002,02/01/2016,Single Family,"4929 S 6TH AVE LOS ANGELES, CA 90043 (33.998062, -118.323595)",LOS ANGELES,CA,90043,8,Selene Finance LP,Adan Roesner,951-428-2250,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590 ,951-970-3899,-118.323728,33.998015
2371,5023011016,01/07/2016,Multi-Family,"3102 W 43RD PL LOS ANGELES, CA 90008 (34.004414, -118.326748)",LOS ANGELES,CA,90008,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256,-118.326788,34.004335
2372,2610019001,01/15/2016,Single Family,"11921 N GOTHIC AVE LOS ANGELES, CA 91344 (34.286554, -118.48953)",LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.489667,34.286481
2373,2010006041,01/07/2016,Single Family,"22042 W RAYEN ST LOS ANGELES, CA 91304 (34.231222, -118.607391)",LOS ANGELES,CA,91304,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.60737,34.231047
2374,5302013068,01/20/2016,Single Family,"3961 N VIA MARISOL LOS ANGELES, CA 90042 (34.092844, -118.186302)",LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.192919,34.103744
2375,2125023006,01/29/2016,Single Family,"18159 W KITTRIDGE ST LOS ANGELES, CA 91335 (34.190233, -118.529372)",LOS ANGELES,CA,91335,3,Carrington Mortgage Services LLC,David Stupin,888-507-6480,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706,-118.542547,34.190106
2376,2781013008,01/06/2016,Single Family,"8508 N OSO AVE LOS ANGELES, CA 91306 (34.224986, -118.575419)",LOS ANGELES,CA,91306,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202,-118.575277,34.224873
2377,5589005008,03/03/2016,Single Family,"5241 W FRANKLIN AVE LOS ANGELES, CA 90027 (34.105381, -118.304875)",LOS ANGELES,CA,90027,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.276758,34.103969
2378,4233009024,01/13/2016,Single Family,"11870 W WASHINGTON PL LOS ANGELES, CA 90066 (34.003018, -118.423571)",LOS ANGELES,CA,90066,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.423608,34.002747
2379,6032010027,01/13/2016,Multi-Family,"849 W 84TH ST LOS ANGELES, CA 90044 (33.962447, -118.28819)",LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.288716,33.962554
2380,5479014002,01/04/2016,Non-Residential,"01680 N AVENUE 52 LOS ANGELES, CA 90042 (34.122904, -118.202005)",LOS ANGELES,CA,90042,14,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093 ,813-387-1100,-118.178564,34.116498
2381,2582017015,01/28/2016,Single Family,"13480 W LOCHRIN LANE LOS ANGELES, CA 91342 (34.328432, -118.426398)",LOS ANGELES,CA,91342,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.426382,34.328322
2382,4383009023,01/18/2016,Single Family,"2038 N BENEDICT CANYON DR LOS ANGELES, CA 90210 (34.108139, -118.436075)",LOS ANGELES,CA,90210,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.429383,34.099684
2383,5064003019,01/13/2016,Single Family,"1811 S COCHRAN PL LOS ANGELES, CA 90019 (34.043265, -118.355089)",LOS ANGELES,CA,90019,10,Dakota REO,Coretta Gerould,800-468-1743,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093 ,813-387-1100,-118.355208,34.043236
2384,5119030007,02/09/2016,Multi-Family,"1427 E 21ST ST LOS ANGELES, CA 90011 (34.020621, -118.24915)",LOS ANGELES,CA,90011,9,EverBank,Property Preservation,800-669-9721,Service Link,Gabriele Rangel,1613  E Eckerman   West Covina CA 91791 ,800-767-8674,-118.248929,34.020652
2385,4005016020,02/09/2016,Single Family,"5911 S 5TH AVE LOS ANGELES, CA 90043 (33.986912, -118.322536)",LOS ANGELES,CA,90043,8,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611,-118.32267,33.986938
2386,2113025015,03/09/2016,Single Family,"7431 N KELVIN AVE LOS ANGELES, CA 91306 (34.205659, -118.58624)",LOS ANGELES,CA,91306,3,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.586629,34.194478
2387,6069021007,01/05/2016,Single Family,"1631 E 113TH ST LOS ANGELES, CA 90059 (33.932071, -118.245064)",LOS ANGELES,CA,90059,15,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.245088,33.932201
2388,5049002019,03/04/2016,Single Family,"2649 S RIMPAU BLVD LOS ANGELES, CA 90016 (34.03117, -118.348206)",LOS ANGELES,CA,90016,10,Franklin Credit Management Corp,DK Knight,201-604-1800,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.348315,34.031224
2389,5556011048,01/14/2016,Single Family,"8351 W KIRKWOOD DR HOLLYWOOD, CA 90046 (34.103918, -118.373503)",HOLLYWOOD,CA,90046,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.375115,34.103332
2390,2263014018,01/06/2016,Single Family,"15025 W VALLEYHEART DR LOS ANGELES, CA 91403 (34.160975, -118.460476)",LOS ANGELES,CA,91403,4,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.4605,34.161111
2391,5136021022,01/07/2016,Single Family,"1810 W 11TH PL LOS ANGELES, CA 90006 (34.048392, -118.278691)",LOS ANGELES,CA,90006,1,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256,-118.27992,34.049066
2392,2676013006,01/07/2016,Single Family,"9401 N SWINTON AVE LOS ANGELES, CA 91343 (34.241151, -118.486183)",LOS ANGELES,CA,91343,12,Ditech,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.486325,34.241081
2393,5429011034,01/04/2016,Single Family,"1205 N SANBORN AVE LOS ANGELES, CA 90029 (34.094357, -118.279177)",LOS ANGELES,CA,90029,13,Solutionstar Field Services,Paula Acosta,888-456-0714,"Safeguard Properties, Attn Code Compliance",Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.279269,34.094435
2394,2701046028,01/29/2016,Single Family,"20210 W VIA CELLINI LOS ANGELES, CA 91326 (34.293077, -118.573619)",LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,18.217913,42.581036
2395,5507002002,03/28/2016,Single Family,"312 S MCCADDEN PL LOS ANGELES, CA 90020 (34.068477, -118.33716)",LOS ANGELES,CA,90020,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.337026,34.068405
2396,2320024024,01/26/2016,Multi-Family,"6657 N BECK AVE NORTH HOLLYWOOD, CA 91606 (34.191899, -118.383417)",NORTH HOLLYWOOD,CA,91606,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.383665,34.191873
2397,5051018027,01/20/2016,Single Family,"2927 S 5TH AVE LOS ANGELES, CA 90018 (34.028281, -118.322403)",LOS ANGELES,CA,90018,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.322525,34.028179
2398,6119012071,03/28/2016,Single Family,"14821 S DENVER AVE LOS ANGELES, CA 90248 (33.897343, -118.284501)",LOS ANGELES,CA,90248,15,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863,-118.284632,33.897294
2399,6050015026,01/29/2016,Single Family,"718 E 95TH ST LOS ANGELES, CA 90002 (33.950216, -118.26241)",LOS ANGELES,CA,90002,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.262457,33.950112
2400,2248027005,01/27/2016,Single Family,"4830 N TYRONE AVE LOS ANGELES, CA 91423 (34.158497, -118.444342)",LOS ANGELES,CA,91423,4,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.444199,34.158577
2401,5031015016,01/05/2016,Single Family,"4314 W DON ARELLANES DR LOS ANGELES, CA 90008 (34.008574, -118.349524)",LOS ANGELES,CA,90008,8,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743,-118.349399,34.008514
2402,4006030005,02/04/2016,Multi-Family,"3126 W 71ST ST LOS ANGELES, CA 90043 (33.97569, -118.327476)",LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816,-118.327413,33.975583
2403,2645020036,01/13/2016,Single Family,"9847 N MERCEDES AVE LOS ANGELES, CA 91331 (34.249549, -118.438564)",LOS ANGELES,CA,91331,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.438673,34.249496
2404,5220012008,01/18/2016,Single Family,"3140 N BUDAU AVE LOS ANGELES, CA 90032 (34.081441, -118.170258)",LOS ANGELES,CA,90032,14,Statebridge Company LLC,Frank Robbins,303-962-6753,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437,-118.171846,34.079882
2405,2648003014,03/25/2016,Single Family,"14947 W CHATSWORTH ST LOS ANGELES, CA 91345 (34.264485, -118.457992)",LOS ANGELES,CA,91345,7,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.45793,34.264648
2406,2423030052,01/28/2016,Single Family,"10650 W CHIQUITA ST LOS ANGELES, CA 91602 (34.14412, -118.364025)",LOS ANGELES,CA,91602,2,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437,-118.364439,34.144391
2407,2729011058,01/22/2016,Single Family,"18505 MAYALL NORTHRIDGE, CA 91324 (34.253277, -118.536744)",NORTHRIDGE,CA,91324,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084,-118.536903,34.253411
2408,2728027008,02/04/2016,Single Family,"10458 N YOLANDA AVE LOS ANGELES, CA 91326 (34.260838, -118.539264)",LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.539153,34.260677
2409,6040027008,01/04/2016,Multi-Family,"135 W 89TH ST LOS ANGELES, CA 90003 (33.955534, -118.275199)",LOS ANGELES,CA,90003,8,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.275161,33.955622
2410,2303012018,02/08/2016,Single Family,"13145 W ARMINTA ST LOS ANGELES, CA 91605 (34.213276, -118.419387)",LOS ANGELES,CA,91605,2,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097,-118.409079,34.214044
2411,5525021012,01/06/2016,Single Family,"502 N DETROIT ST LOS ANGELES, CA 90036 (34.080416, -118.345144)",LOS ANGELES,CA,90036,5,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306,-118.345018,34.080452
2412,2034019056,03/16/2016,Single Family,"6557 N CLEOMOORE AVE LOS ANGELES, CA 91307 (34.189679, -118.651164)",LOS ANGELES,CA,91307,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274,-118.651309,34.189749
2413,2532024004,01/26/2016,Single Family,"11337 N ADELPHIA AVE LOS ANGELES, CA 91331 (34.275982, -118.398987)",LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480,-118.399019,34.27581
2414,5223018006,01/08/2016,Single Family,"4838 E O'SULLIVAN DR LOS ANGELES, CA 90032 (34.065331, -118.176946)",LOS ANGELES,CA,90032,14,Ditech,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.1767,34.065418
2415,5050021009,01/18/2016,Single Family,"2939 S WELLINGTON ROAD LOS ANGELES, CA 90016 (34.028338, -118.3384)",LOS ANGELES,CA,90016,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801,-118.338519,34.028282
2416,6032019023,01/11/2016,Multi-Family,"719 1/2 W 84TH ST LOS ANGELES, CA 90044 (33.962127, -118.286132)",LOS ANGELES,CA,90044,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256,-118.28615,33.962257
2417,2156021154,01/14/2016,Single Family,"5820 N EMILY CT LOS ANGELES, CA 91356 (34.176088, -118.542997)",LOS ANGELES,CA,91356,3,OneWest Bank,Leah Collins,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453,-118.542828,34.176059
